name,slug,lat,lng,country,wind_direction,water_type,difficulty,season,url
Diabo,Diabo,-22.9894,-43.1905,Brazil,"NE, ENE, E","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Diabo
Dichato,Dichato,-36.5459,-72.9356,Chile,SW,Flat,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dichato
Didim,Didim,37.3901,27.4314,Turkey,No information,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Didim
Die Mond,Die_Mond,-34.7104,20.1281,South+Africa,"E, ESE, SE, SSE, S",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Die_Mond
Dierhagen,Dierhagen,54.3016,12.3425,Germany,"N, SW, WSW, W","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/Dierhagen
Dina Huapi,Dina_Huapi,-41.0804,-71.1851,Argentina,"W, WNW, NW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dina_Huapi
Ditaytayan Island,Ditaytayan_Island,11.7309,120.1045,Philippines,"NNE, NE, ENE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ditaytayan_Island
Diva Beach,Diva_Beach,3.4983,72.8959,Maldives,"NE, SW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Diva_Beach
Djerba   Club Med,Djerba___Club_Med,33.7884,11.0579,Tunisia,"NE, ENE, E","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Djerba___Club_Med
Djerba   Fort El Kastil,Djerba___Fort_El_Kastil,33.6828,10.9737,Tunisia,"NE, ENE, E","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Djerba___Fort_El_Kastil
Djerba   Radisson,Djerba___Radisson,33.8725,10.9599,Tunisia,"NE, ENE, E","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Djerba___Radisson
Djerba   Yati Beach,Djerba___Yati_Beach,33.8276,11.0507,Tunisia,"NE, ENE, E",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Djerba___Yati_Beach
Dockkoog,dockkoog,54.4803,9.004,Germany,"N, S, SSW, SW, WSW, W, WNW, NW, NNW","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/dockkoog
Dog Island,Dog_Island,29.7989,-84.5999,Florida+(USA),E,"Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dog_Island
Dog s Bay,Dog_s_Bay,53.3788,-9.9614,Ireland,"SW, WSW, W","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dog_s_Bay
Dollart,dollart,53.2934,7.2305,Germany,"N, W, WNW, NW, NNW","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/dollart
Donauarm   Luberegg,Donauarm___Luberegg,48.2269,15.297,Austria,"N, ENE, E, ESE, WSW, W, WNW",Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Donauarm___Luberegg
Donegal Airport,Donegal_Airport,55.0364,-8.3372,Ireland,"W, WNW","Shallow, Flat","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Donegal_Airport
Donkey Bay,Donkey_Bay,-22.9268,14.4333,Namibia,"S, SSW, SW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Donkey_Bay
Donkey Point,Donkey_Point,8.211,79.6929,Sri+Lanka,SW,No information,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Donkey_Point
Doodles Beach,Doodles_Beach,-33.8105,18.4685,South+Africa,"SE, SSE, S, SSW, SW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Doodles_Beach
Dornumersiel,Dornumersiel,53.6824,7.4808,Germany,"NE, ENE, E, WNW, NW","Shallow, Flat","Intermediate, Expert",,https://se.kiteforum.com/spot/Dornumersiel
Dorum,dorum,53.7351,8.5101,Germany,"WSW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/dorum
Dos Mares,Dos_Mares,36.0499,-5.646,Spain,W,"Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dos_Mares
Dream Beach,Dream_Beach,15.6663,73.7111,India,"N, WNW, NW, NNW","Shallow, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dream_Beach
Drepani,Drepani,37.508,23.3985,Greece,S,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Drepani
Dridu,Dridu,44.7063,26.4586,Romania,"NNE, NE, SSE, S, SSW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dridu
Dry Tortugas,Dry_Tortugas,24.6281,-82.8708,Florida+(USA),"N, NNE, NE, ENE, E, ESE, SE, SSE, S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dry_Tortugas
Ducks,Ducks,-34.1939,24.8573,South+Africa,"E, ESE, SE, SW, WSW, W",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ducks
Duene / Nordstrand,Duene___Nordstrand,54.1886,7.9149,Germany,"N, NNE, NE, ENE, E, W, WNW, NW, NNW","Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Duene___Nordstrand
Dune du Pyla,Dune_du_Pyla,44.5908,-1.216,France,"SW, WSW, W, WNW, NW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dune_du_Pyla
Dunfanaghy Lagooneb,Dunfanaghy_Lagooneb,55.1848,-7.9625,Ireland,"ENE, E","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dunfanaghy_Lagooneb
Dusia Lake,Dusia_Lake,54.2897,23.7346,Lithuania,No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dusia_Lake
Dutch Harbor,Dutch_Harbor,53.8743,-166.548,Alaska+(USA),"SE, SSW, NNW",Chop,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dutch_Harbor
Duxbury Beach,Duxbury_Beach,42.0299,-70.6262,Massachusetts+(USA),"SE, SSE, S, SSW, SW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Duxbury_Beach
Dymchurch,Dymchurch,51.0202,0.9911,England+(UK),"E, ESE, SE, SSE, S","Shallow, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dymchurch
Dysnai,Dysnai,55.491622,26.40739,Lithuania,"WSW, W, WNW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Dysnai
Easkey,Easkey,54.2936,-8.9595,Ireland,SW,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Easkey
East Beachda,East_Beachda,34.4161,-119.6715,California+(USA),"ESE, SE, SW, WSW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/East_Beachda
East Coast Park,East_Coast_Park,1.3111,103.9523,Singapore,"SSW, SW, WSW",Chop,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/East_Coast_Park
East End,East_End,-39.0486,174.093,New+Zealand,"N, NNE, W, WNW, NW, NNW","Chop, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/East_End
East Lake Tohopekaliga   Lakeshore Park,East_Lake_Tohopekaliga___Lakeshore_Park,28.2589,-81.2788,Florida+(USA),"N, NNE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/East_Lake_Tohopekaliga___Lakeshore_Park
East Wittering,East_Wittering,50.7656,-0.8758,England+(UK),SW,"Shallow, Flat, Small wave, Medium wave",No information,,https://se.kiteforum.com/kitesurf/spot/East_Wittering
Eastern Beach  Kaimaumau,Eastern_Beach__Kaimaumau,-34.8996,173.2801,New+Zealand,"NNE, NE, ENE, E, ESE, SE, SSE","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Eastern_Beach__Kaimaumau
Eau Gallie Causeway,Eau_Gallie_Causeway,28.136,-80.606,Florida+(USA),"NW, NNW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Eau_Gallie_Causeway
Ebeltoft,ebeltoft,56.2089,10.6771,Denmark,No information,No information,No information,,https://se.kiteforum.com/spot/ebeltoft
Eckernfoerde DLRG Station,Eckernfoerdefd,54.461935,9.842521122,Germany,"ENE, E","Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/spot/Eckernfoerdefd
Eckernfoerde Suedstrand,eckernfoerde,54.4504,9.8575,Germany,"NE, ENE, E","Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/eckernfoerde
Efate   Breakas,Efate___Breakas,-17.7768,168.2919,Vanuatu,"ESE, SE","Flat, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Efate___Breakas
Efate   Devils Point,Efate___Devils_Point,-17.743,168.1814,Vanuatu,SE,"Shallow, Small wave, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Efate___Devils_Point
Efate   Epao,Efate___Epao,-17.6276,168.5038,Vanuatu,SE,"Shallow, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Efate___Epao
Efate   Erakor point,Efate___Erakor_point,-17.7978,168.3133,Vanuatu,SE,Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Efate___Erakor_point
Efate   Pango Point,Efate___Pango_Point,-17.7831,168.2842,Vanuatu,SE,Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Efate___Pango_Point
Efate   Soumabal Point,Efate___Soumabal_Point,-17.8144,168.4993,Vanuatu,SE,"Shallow, Flat, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Efate___Soumabal_Point
Efate   Tapi Point,Efate___Tapi_Point,-17.8062,168.3509,Vanuatu,SE,Medium wave,Expert,,https://se.kiteforum.com/kitesurf/spot/Efate___Tapi_Point
Efate   White Sands,Efate___White_Sands,-17.8258,168.3952,Vanuatu,SE,"Shallow, Flat, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Efate___White_Sands
Efate  Enam,Efate__Enam,-17.8019,168.5294,Vanuatu,SE,"Shallow, Flat, Medium wave",Expert,,https://se.kiteforum.com/kitesurf/spot/Efate__Enam
Ega,ega,56.2149,10.2921,Denmark,No information,"Shallow, Flat, Chop",No information,,https://se.kiteforum.com/spot/ega
El Alamillo,El_Alamillo,37.5771,-1.2432,Spain,"ENE, E, ESE, SE","Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Alamillo
El Coche   Las Salinas,El_Coche___Las_Salinas,10.8015,-63.9779,Venezuela,"ENE, E","Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Coche___Las_Salinas
El Corniche,El_Corniche,31.2611,29.9813,Egypt,No information,"Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Corniche
El Cuyo,El_Cuyo,21.5178,-87.6776,Mexico,"N, NNE, NE, ENE","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Cuyo
El Golfo de Santa Clara,El_Golfo_de_Santa_Clara,31.6847,-114.5028,Mexico,"N, SSE, S, SSW, SW, NW, NNW","Shallow, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Golfo_de_Santa_Clara
El Gouna   Buzzha Beach,El_Gouna___Buzzha_Beach,27.4212,33.6728,Egypt,"N, NNE, NE, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Gouna___Buzzha_Beach
El Gouna   Club Med,El_Gouna___Club_Med,27.3857,33.6859,Egypt,"NNE, NE","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Gouna___Club_Med
El Gouna   Sandbar,El_Gouna___Sandbar,27.3933,33.7102,Egypt,"N, NNE, NE, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Gouna___Sandbar
El Gouna   Zeytouna Beach,El_Gouna___Zeytouna_Beach,27.4014,33.6824,Egypt,"N, NNE, NE, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Gouna___Zeytouna_Beach
El Hombre,El_Hombre,-7.7018,-79.4414,Peru,S,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Hombre
El Hueco,El_Hueco,-4.4546,-81.2913,Peru,"SSW, SW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Hueco
El Muelle,El_Muelle,10.9867,-74.9629,Colombia,"N, NNE, NE","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Muelle
El Nuro,El_Nuro,-4.2047,-81.1658,Peru,SW,Small wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Nuro
El Pabellon,El_Pabellon,30.3651,-115.8583,Mexico,No information,"Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Pabellon
El Perello90,El_Perello90,39.2824,-0.2773,Spain,"NE, ENE, E","Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Perello90
El Raudal,El_Raudal,20.1643,-96.7102,Mexico,"N, NNE, NE, SE, SSE, S","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Raudal
El Saler06,El_Saler06,39.382,-0.3239,Spain,"NE, ENE, E","Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Saler06
El Tecuanillo,El_Tecuanillo,18.8159,-103.9033,Mexico,No information,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Tecuanillo
El Ticuiz,El_Ticuiz,18.6499,-103.6984,Mexico,No information,"Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Ticuiz
El Tomatal,El_Tomatal,28.4864,-114.0674,Mexico,No information,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/El_Tomatal
Elafonisos   Sarakiniko,Elafonisos___Sarakiniko,36.4732,22.9756,Greece,"SW, WSW, W","Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elafonisos___Sarakiniko
Elafonisos   Simos,Elafonisos___Simos,36.4723,22.9772,Greece,"SW, WSW, W","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elafonisos___Simos
Elands Bay,Elands_Bay,-32.3121,18.3391,South+Africa,"SE, SSE, S, SSW, SW",Medium wave,"Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elands_Bay
Elbe / Bassenfleth,Elbe___Bassenfleth,53.6108,9.5432,Germany,"N, NNE, NE, ENE, E, ESE, NNW",Chop,"Intermediate, Expert",,https://se.kiteforum.com/spot/Elbe___Bassenfleth
Elbe / Gross Kollmar,Elbe___Gross_Kollmar,53.7412,9.4423,Germany,"SE, NW",Chop,"Intermediate, Expert",,https://se.kiteforum.com/spot/Elbe___Gross_Kollmar
Elbe / Hetlinger Schanze,Elbe___Hetlinger_Schanze,53.6024,9.6023,Germany,"SE, NW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/spot/Elbe___Hetlinger_Schanze
Elbow  Lake Diefenbaker,Elbow__Lake_Diefenbaker,51.1184,-106.6159,Canada,"SW, WSW, W, WNW, NW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elbow__Lake_Diefenbaker
Elektr nai lake,Elektr_nai_lake,54.7387,24.6785,Lithuania,"N, W, NW, NNW","Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elektr_nai_lake
Element,Element,27.4353,33.6595,Egypt,"N, NNE, NE, NW, NNW","Shallow, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Element
Elizabeth Bay,Elizabeth_Bay,-26.946,15.2311,Namibia,"S, SSW, SW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elizabeth_Bay
Elmers Island,Elmers_Island,29.1779,-90.0704,Louisiana+(USA),"N, NNE, NE, SE, SSE, S, SSW, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave, Medium wave, Big wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Elmers_Island
Emma Wood,Emma_Wood,34.2916,-119.3383,California+(USA),"WSW, W, WNW","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Emma_Wood
Eneholmen,Eneholmen,56.136234,15.383534,Sweden,"SSW, SW, WSW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Eneholmen
Eneskaervet,Eneskaervet,56.139212,15.06827,Sweden,SE,"Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Eneskaervet
Ennis Lake,Ennis_Lake,45.4309,-111.685,Montana+(USA),No information,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ennis_Lake
Enniscrone,Enniscrone,54.2116,-9.1109,Ireland,"N, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Enniscrone
Enseada,Enseada,-23.841,-46.1268,Brazil,"E, ESE, SE, SSE, S","Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Enseada
Enseada dos Patos,Enseada_dos_Patos,-2.9935,-39.735,Brazil,NE,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Enseada_dos_Patos
Erikli,Erikli,40.6163,26.4627,Turkey,No information,"Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Erikli
Ersfjord,Ersfjord,69.6935,18.6162,Norway,E,Small wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ersfjord
Erstaviksbadet,Erstaviksbadet,59.2694,18.2647,Sweden,SE,"Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Erstaviksbadet
Ervino,Ervino,-26.3996,-48.5889,Brazil,"NE, S",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Ervino
Essaouira Bay,Essaouira_Bay,31.5013,-9.7633,Morocco,NW,"Shallow, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Essaouira_Bay
Estaleirinho,Estaleirinho,-27.0488,-48.5877,Brazil,"NE, SE","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Estaleirinho
Estanza,Estanza,16.038,120.1753,Philippines,NW,"Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Estanza
Estero Island   Fort Myers South Beach,Estero_Island___Fort_Myers_South_Beach,26.4201,-81.9057,Florida+(USA),"S, SSW, SW, WSW, W, WNW, NW, NNW","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Estero_Island___Fort_Myers_South_Beach
Estero Morua,Estero_Morua,31.2793,-113.4289,Mexico,"SE, SSE, S, SSW, SW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Estero_Morua
Etalai,Etalai,8.0571,79.7064,Sri+Lanka,"S, SSW","Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etalai
Etang D Ingril   Frontignan Plage,Etang_D_Ingril___Frontignan_Plage,43.4371,3.7797,France,NW,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_D_Ingril___Frontignan_Plage
Etang D Ingril   Les Aresquiers,Etang_D_Ingril___Les_Aresquiers,43.4431,3.7921,France,"N, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_D_Ingril___Les_Aresquiers
Etang de Leucate   Barcares,Etang_de_Leucate___Barcares,42.8372,3.02289,France,"SE, NW","Shallow, Flat, Chop, Small wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_de_Leucate___Barcares
Etang de Thau   Le Barrou,Etang_de_Thau___Le_Barrou,43.4232,3.6738,France,NW,"Shallow, Flat, Chop",Expert,,https://se.kiteforum.com/kitesurf/spot/Etang_de_Thau___Le_Barrou
Etang de Thau   Maldormir,Etang_de_Thau___Maldormir,43.3349,3.5478,France,NW,"Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_de_Thau___Maldormir
Etang de Thau   Marseillan,Etang_de_Thau___Marseillan,43.3416,3.5336,France,"SE, NW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_de_Thau___Marseillan
Etang de Thau   Pont Levis Sete,Etang_de_Thau___Pont_Levis_Sete,43.4014,3.656,France,NW,"Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Etang_de_Thau___Pont_Levis_Sete
Eureka Reservoir,Eureka_Reservoir,47.8781,-112.3124,Montana+(USA),"W, WNW, NW","Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Eureka_Reservoir
Eurosee,Eurosee,51.3793,14.5345,Germany,No information,"Flat, Chop",Intermediate,,https://se.kiteforum.com/kitesurf/spot/Eurosee
Evvoia   Pefki,Evvoia___Pefki,39.0127,23.212,Greece,NE,"Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Evvoia___Pefki
Explosivos,Explosivos,-12.3563,-76.8078,Peru,S,Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Explosivos
Factory Point,Factory_Point,-21.7567,13.9671,Namibia,"S, SSW, SW",Medium wave,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Factory_Point
Fagelmara,Fagelmara,56.233333,16.015944,Sweden,No information,Flat,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fagelmara
Fahrensodde,fahrensodde,54.823,9.4672,Germany,"N, W, WNW, NW, NNW","Shallow, Flat, Chop",No information,,https://se.kiteforum.com/spot/fahrensodde
Fairuz Beach,Fairuz_Beach,27.3425,33.6933,Egypt,"N, NNE, NE, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fairuz_Beach
Fakarava,Fakarava,-16.3188,-145.6032,French+Polynesia,"N, NNE, NE, ENE, E, ESE, SE, SSE, S","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Fakarava
Falkenstein,falkenstein,54.3904,10.1907,Germany,"E, ESE, SE, SSE, SSW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/falkenstein
Falmore Beach,Falmore_Beach,54.0965,-10.1125,Ireland,"S, SSW, SW","Small wave, Medium wave, Big wave","Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Falmore_Beach
Falshoeft,falshoeft,54.771,9.9622,Germany,"N, NNE, NE, SE","Chop, Small wave, Medium wave",No information,,https://se.kiteforum.com/spot/falshoeft
Falster / Gedser,falster___gedser,54.5592,11.97,Denmark,"NE, ENE, E, ESE, SE, SSE, S, SSW, SW, WSW, W","Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/falster___gedser
Falster / Marielyst,falster___marielyst,54.6899,11.9702,Denmark,"NE, ENE, E, ESE, SE, SSE, S","Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/falster___marielyst
Falsterbo Kanalen,Falsterbo_Kanalen,55.3957,12.9438,Sweden,"NE, ENE, E, ESE, SE","Shallow, Flat, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Falsterbo_Kanalen
Fanoe,Fanoe,55.433,8.3584,Denmark,"S, SSW, SW, WSW, W, WNW, NW","Shallow, Flat, Chop, Small wave, Medium wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Fanoe
Farewell Spit,Farewell_Spit,-40.5091,172.7774,New+Zealand,"WSW, W, WNW","Shallow, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Farewell_Spit
Faro,Faro,54.9418,11.9995,Denmark,"N, NNE, NE, ENE, E, ESE, SE, SW, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/Faro
Faroe   Farosund,Faroe___Farosund,57.8701,19.0798,Sweden,N,Chop,"Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Faroe___Farosund
Faroe   Skarsand,Faroe___Skarsand,57.9796,19.2948,Sweden,"W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Faroe___Skarsand
Faroe   Varpet,Faroe___Varpet,57.9867,19.2198,Sweden,"N, NNE, NE","Shallow, Flat, Chop","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Faroe___Varpet
Farstadstranda,Farstadstranda,62.9834,7.1539,Norway,"N, NNE, NE, ENE, WSW, W, WNW, NW, NNW","Shallow, Flat, Chop, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Farstadstranda
Farwah Island,Farwah_Island,33.091,11.7359,Libya,WNW,"Shallow, Flat, Small wave","Beginner, Intermediate, Expert",,https://se.kiteforum.com/kitesurf/spot/Farwah_Island
Fehmarn / Altenteil,fehmarn___altenteil,54.5301,11.0895,Germany,"NE, NW","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___altenteil
Fehmarn / Bojendorf,fehmarn___bojendorf,54.4931,11.0173,Germany,"N, SW","Flat, Chop, Small wave, Medium wave","Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___bojendorf
Fehmarn / Burger Binnensee,fehmarn___burger_binnensee,54.4127,11.2061,Germany,NW,"Shallow, Flat","Beginner, Intermediate, Expert",,https://se.kiteforum.com/spot/fehmarn___burger_binnensee
